journal,publisher,count
Neuropathology and Applied Neurobiology,John Wiley and Sons Inc.; Hoboken,6
Health Research Policy and Systems,BioMed Central; London,6
Advances in Cognitive Psychology,University of Finance and Management in Warsaw,6
International Immunology,Oxford University Press; UK,6
Small Science,John Wiley and Sons Inc.; Hoboken,6
Journal of Zoological Systematics and Evolutionary Research,John Wiley and Sons Inc.; Hoboken,6
Pediatric Rheumatology Online Journal,BioMed Central; London,6
Social Psychiatry and Psychiatric Epidemiology,Springer Berlin Heidelberg; Berlin/Heidelberg,6
Translational Neurodegeneration,BioMed Central; London,6
ISRN Molecular Biology,Hindawi Publishing Corporation,6
Stem Cell Reviews,Springer US; New York,6
Journal of Healthcare Engineering,Hindawi Publishing Corporation,6
JMIR Public Health and Surveillance,"JMIR Publications; Toronto, Canada",6
NPJ Schizophrenia,Nature Publishing Group UK; London,6
Arquivos Brasileiros de Cardiologia,Sociedade Brasileira de Cardiologia - SBC,6
Journal of Biogeography,John Wiley and Sons Inc.; Hoboken,6
"Tropical Diseases, Travel Medicine and Vaccines",BioMed Central; London,6
European Journal of Social Psychology,John Wiley and Sons Inc.; Hoboken,6
Medicinal Chemistry Research,Springer US; New York,6
Journal of the South African Veterinary Association,AOSIS OpenJournals,6
Systematic and Applied Microbiology,Elsevier GmbH,6
Environmental Sciences Europe,Springer Berlin Heidelberg; Berlin/Heidelberg,6
"Brain, Behavior, and Immunity",Elsevier,6
Basic and Clinical Andrology,BioMed Central; London,6
Essays in Biochemistry,Portland Press Ltd.,6
Free Radical Biology & Medicine,Elsevier Science,6
Die Naturwissenschaften,Springer Berlin Heidelberg; Berlin/Heidelberg,6
AIDS Research and Human Retroviruses,"Mary Ann Liebert, Inc., publishers; 140 Huguenot Street, 3rd FloorNew Rochelle, NY 10801USA",6
Clinical and Translational Allergy,BioMed Central; London,6
"The European Physical Journal. C, Particles and Fields",Springer Berlin Heidelberg; Berlin/Heidelberg,6
Molecular Diversity,Springer International Publishing; Cham,6
Western Journal of Emergency Medicine,"Department of Emergency Medicine, University of California, Irvine School of Medicine",6
"Organisms, Diversity & Evolution",Springer Berlin Heidelberg; Berlin/Heidelberg,6
Journal of Circadian Rhythms,Ubiquity Press,6
Journal of Cellular Biochemistry,John Wiley and Sons Inc.; Hoboken,6
Environmental Science. Nano,Royal Society of Chemistry,6
Matrix Biology,Elsevier,6
Circulation. Cardiovascular Genetics,Lippincott Williams & Wilkins,6
Future Virology,"Future Medicine Ltd; London, UK",6
FASEB bioAdvances,John Wiley and Sons Inc.; Hoboken,6
Journal of Acquired Immune Deficiency Syndromes (1999),JAIDS Journal of Acquired Immune Deficiency Syndromes,6
International Journal of Population Data Science,Swansea University,6
Reproduction & Fertility,Bioscientifica Ltd; Bristol,6
Metabolic Engineering,Academic Press,6
BMJ Paediatrics Open,"BMJ Publishing Group; BMA House, Tavistock Square, London, WC1H 9JR",6
Medical Journal of the Islamic Republic of Iran,Iran University of Medical Sciences,6
Papillomavirus Research,Elsevier,6
Therapeutic Advances in Medical Oncology,"SAGE Publications; Sage UK: London, England",6
Annals of Saudi Medicine,King Faisal Specialist Hospital and Research Centre,6
Korean Journal for Food Science of Animal Resources,Korean Society for Food Science of Animal Resources,6
Infection & Chemotherapy,The Korean Society of Infectious Diseases and Korean Society for Chemotherapy,6
Research and Practice in Thrombosis and Haemostasis,John Wiley and Sons Inc.; Hoboken,6
Molecular Reproduction and Development,John Wiley and Sons Inc.; Hoboken,6
Frontiers in Clinical Diabetes and Healthcare,Frontiers Media S.A.,6
Journal of Cell Communication and Signaling,Springer Netherlands; Dordrecht,6
Journal of Clinical Psychology,John Wiley and Sons Inc.; Hoboken,6
Immunological Reviews,John Wiley and Sons Inc.; Hoboken,6
Sex Roles,Springer US; New York,6
European Radiology,Springer Berlin Heidelberg; Berlin/Heidelberg,6
Human Cell,Springer Nature Singapore; Singapore,6
Journal of Alzheimer's Disease,"IOS Press; Nieuwe Hemweg 6B, 1013 BG Amsterdam, The Netherlands",6
Global Medical Genetics,"Georg Thieme Verlag KG; Rüdigerstraße 14, 70469 Stuttgart, Germany",6
Nature Computational Science,Nature Publishing Group US; New York,6
Journal of Thrombosis and Haemostasis,John Wiley and Sons Inc.; Hoboken,6
Current Neuropharmacology,Bentham Science Publishers,6
Frontiers in Pain Research,Frontiers Media S.A.,6
Biopolymers,"John Wiley & Sons, Inc.; Hoboken, USA",6
The British Journal of Educational Psychology,John Wiley and Sons Inc.; Hoboken,6
NPJ Mental Health Research,Nature Publishing Group UK; London,6
Reproductive Biology and Endocrinology,BioMed Central; London,6
Obesity Facts,"S. Karger AG; Allschwilerstrasse 10, P.O. Box · Postfach · Case postale, CH–4009, Basel, Switzerland · Schweiz · Suisse, Phone: +41 61 306 11 11, Fax: +41 61 306 12 34, karger@karger.com",6
ADMET & DMPK,International Association of Physical Chemists,6
Photoacoustics,Elsevier,6
Journal of Virus Eradication,Elsevier,6
Bacteriophage,Landes Bioscience,6
Advances and Applications in Bioinformatics and Chemistry : AABC,Dove Medical Press,6
Cell metabolism,,6
Nature Biomedical Engineering,Nature Publishing Group UK; London,6
Fems Microbiology Letters,"Blackwell Publishing Ltd; Oxford, UK",6
International Journal of Biomedical Science : IJBS,Master Publishing Group,6
Injury Prevention,"BMJ Publishing Group; BMA House, Tavistock Square, London, WC1H 9JR",6
SAGE Open Medical Case Reports,"SAGE Publications; Sage UK: London, England",6
Archiv Der Pharmazie,John Wiley and Sons Inc.; Hoboken,6
Frontiers in Antibiotics,Frontiers Media S.A.,6
Revista de Saúde Pública,Faculdade de Saúde Pública da Universidade de São Paulo,5
Mycoses,John Wiley and Sons Inc.; Hoboken,5
European Radiology Experimental,Springer Vienna; Vienna,5
Epilepsia,John Wiley and Sons Inc.; Hoboken,5
Medicinal Research Reviews,John Wiley and Sons Inc.; Hoboken,5
Clinical Psychology & Psychotherapy,John Wiley and Sons Inc.; Hoboken,5
IEEE Open Journal of Engineering in Medicine and Biology,IEEE,5
Journal of Affective Disorders,Elsevier/North-Holland Biomedical Press,5
Revista Brasileira de Parasitologia Veterinaária / Brazilian Journal of Veterinary Parasitology,Colégio Brasileiro de Parasitologia Veterinária,5
Transfusion Medicine and Hemotherapy,"S. Karger AG; Allschwilerstrasse 10, P.O. Box · Postfach · Case postale, CH–4009, Basel, Switzerland · Schweiz · Suisse, Phone: +41 61 306 11 11, Fax: +41 61 306 12 34, karger@karger.com",5
Journal of Neural Engineering,IOP Publishing,5
Magnetic Resonance in Chemistry,John Wiley and Sons Inc.; Hoboken,5
Alzheimer's & dementia : the journal of the Alzheimer's Association,,5
Health Promotion Perspectives,Tabriz University of Medical Sciences,5
Neurophotonics,Society of Photo-Optical Instrumentation Engineers,5
Autism & Developmental Language Impairments,"SAGE Publications; Sage UK: London, England",5
The Breast : Official Journal of the European Society of Mastology,Elsevier,5
Cell reports. Physical science,,5
The Saudi Dental Journal,Elsevier,5
PharmacoEconomics Open,Springer International Publishing; Cham,5
The Journal of Molecular Diagnostics : JMD,American Society for Investigative Pathology,5
Drug Safety,Springer International Publishing; Cham,5
Alpha Psychiatry,AVES,5
British Journal of Sports Medicine,"BMJ Publishing Group; BMA House, Tavistock Square, London, WC1H 9JR",5
The American Journal of Gastroenterology,"Wolters Kluwer; Philadelphia, PA",5
Journal of Pharmacy & Bioallied Sciences,Wolters Kluwer - Medknow; India,5
Medical Principles and Practice,"S. Karger AG; Basel, Switzerland",5
Clinical Medicine Insights. Oncology,"SAGE Publications; Sage UK: London, England",5
Journal of Obesity & Metabolic Syndrome,Korean Society for the Study of Obesity,5
Journal of Neurogastroenterology and Motility,The Korean Society of Neurogastroenterology and Motility,5
Aging Brain,Elsevier,5
Revista Panamericana de Salud Pública,Organización Panamericana de la Salud,5
Journal of Reproduction & Infertility,Avicenna Research Institute,5
World Journal of Hepatology,Baishideng Publishing Group Inc,5
Lab Animal,Nature Publishing Group US; New York,5
Sports Medicine and Health Science,Chengdu Sport University,5
Journal of Parkinson's Disease,"IOS Press; Nieuwe Hemweg 6B, 1013 BG Amsterdam, The Netherlands",5
Green Chemistry,The Royal Society of Chemistry,5
Neuroreport,Lippincott Williams & Wilkins,5
European Journal of Physical and Rehabilitation Medicine,Edizioni Minerva Medica,5
BMC Nutrition,BioMed Central; London,5
European Journal of Ageing,Springer Netherlands; Dordrecht,5
Public Opinion Quarterly,Oxford University Press,5
Brazilian Journal of Psychiatry,Associação Brasileira de Psiquiatria,5
Quantitative Imaging in Medicine and Surgery,AME Publishing Company,5
Mucosal immunology,,5
Clinical and Molecular Hepatology,The Korean Association for the Study of the Liver,5
"Trauma, Violence & Abuse","SAGE Publications; Sage CA: Los Angeles, CA",5
Wound Repair and Regeneration,"John Wiley & Sons, Inc.; Hoboken, USA",5
Engineering Microbiology,Elsevier,5
Technology and Health Care,"IOS Press; Nieuwe Hemweg 6B, 1013 BG Amsterdam, The Netherlands",5
Applied Cognitive Psychology,John Wiley and Sons Inc.; Hoboken,5
Journal of Adolescence,John Wiley and Sons Inc.; Hoboken,5
Risk Management and Healthcare Policy,Dove,5
"Allergy, Asthma, and Clinical Immunology : Official Journal of the Canadian Society of Allergy and Clinical Immunology",BioMed Central; London,5
Hematological Oncology,John Wiley and Sons Inc.; Hoboken,5
Journal of Mathematical Biology,Springer Berlin Heidelberg; Berlin/Heidelberg,5
Transplantation Direct,"Lippincott Williams & Wilkins; Hagerstown, MD",5
Cancer,John Wiley and Sons Inc.; Hoboken,5
Scandinavian Journal of Medicine & Science in Sports,John Wiley and Sons Inc.; Hoboken,5
European Psychiatry,"Cambridge University Press; Cambridge, UK",5
Clinical & Experimental Metastasis,Springer Netherlands; Dordrecht,5
Brazilian Journal of Veterinary Medicine,Sociedade de Medicina Veterinária do Estado do Rio de Janeiro,5
Clinical Interventions in Aging,Dove,5
Diabetes Therapy,Springer Healthcare; Cheshire,5
American Journal of Men's Health,"SAGE Publications; Sage CA: Los Angeles, CA",5
Insect Biochemistry and Molecular Biology,Elsevier Science,5
Human Factors,"SAGE Publications; Sage CA: Los Angeles, CA",5
Schizophrenia Bulletin,Oxford University Press; US,5
Animal Science Journal = Nihon Chikusan Gakkaiho,John Wiley and Sons Inc.; Hoboken,5
Helicobacter,John Wiley and Sons Inc.; Hoboken,5
Research Involvement and Engagement,BioMed Central; London,5
Journal of Clinical Biochemistry and Nutrition,"the Society for Free Radical Research Japan; Kyoto, Japan",5
Harm Reduction Journal,BioMed Central; London,5
World Journal of Oncology,Elmer Press,5
Risk Analysis,John Wiley and Sons Inc.; Hoboken,5
Psychological Reports,"SAGE Publications; Sage CA: Los Angeles, CA",5
Tumour Biology,Springer Netherlands; Dordrecht,5
Journal of the American College of Cardiology,Elsevier Biomedical,5
DNA Repair,Elsevier,5
Age,Springer Netherlands; Dordrecht,5
BMC Clinical Pathology,BioMed Central,5
Swiss Journal of Palaeontology,Springer International Publishing; Cham,5
Autophagy Reports,Taylor & Francis,5
European Journal of Plant Pathology,Springer Netherlands; Dordrecht,5
Journal of Environmental and Public Health,Hindawi Publishing Corporation,5
The Pan African Medical Journal,The African Field Epidemiology Network,5
Journal of Medical Primatology,John Wiley and Sons Inc.; Hoboken,5
Frontiers in Rehabilitation Sciences,Frontiers Media S.A.,5
Acta Crystallographica Section E: Structure Reports Online,International Union of Crystallography,5
Journal of Microbiological Methods,Elsevier Biomedical,5
Journal of proteomics & bioinformatics,,5
Reproductive Health,BioMed Central; London,5
Age and Ageing,Oxford University Press,5
Journal of Environmental Health Science and Engineering,BioMed Central; London,5
Hydrobiologia,Springer International Publishing; Cham,5
Ultrasonics Sonochemistry,Elsevier,5
Biological Invasions,Springer International Publishing; Cham,5
Metabolic Brain Disease,Springer US; New York,5
Journal of Molecular and Cellular Cardiology,Academic Press,5
Neurobiology of Disease,Academic Press,5
The Lancet. Respiratory Medicine,Elsevier,5
"Light, Science & Applications",Nature Publishing Group UK; London,5
Journal of Analytical Methods in Chemistry,Hindawi Publishing Corporation,5
Journal of Assisted Reproduction and Genetics,Springer US; New York,5
DARU Journal of Pharmaceutical Sciences,BioMed Central; London,5
Biomolecular Detection and Quantification,Elsevier,5
European Journal of Nuclear Medicine and Molecular Imaging,Springer Berlin Heidelberg; Berlin/Heidelberg,5
Molecular Carcinogenesis,John Wiley and Sons Inc.; Hoboken,5
Protist,G. Fischer,5
Advanced Pharmaceutical Bulletin,Tabriz University of Medical Sciences,5
Laboratory Animals,"SAGE Publications; Sage UK: London, England",5
Electrophoresis,John Wiley and Sons Inc.; Hoboken,5
Global Ecology and Biogeography,John Wiley and Sons Inc.; Hoboken,5
The Journal of Infection,W.B. Saunders,5
The British Journal of Dermatology,John Wiley and Sons Inc.; Hoboken,5
Food & Nutrition Research,Open Academia,5
The Lancet. HIV,Elsevier B.V,5
"Journal of Psychopharmacology (Oxford, England)","SAGE Publications; Sage UK: London, England",5
Clinical Genetics,"Blackwell Publishing Ltd; Oxford, UK",5
Science and Engineering Ethics,Springer Netherlands; Dordrecht,5
"Cytoskeleton (Hoboken, N.j.)","John Wiley & Sons, Inc.; Hoboken, USA",5
Anais Brasileiros de Dermatologia,Sociedade Brasileira de Dermatologia,5
Journal of Autoimmunity,Academic Press,5
AIMS Public Health,AIMS Press,5
Science and Technology of Advanced Materials,Taylor & Francis,5
Journal of Clinical Virology,Elsevier Science,5
"Scandinavian Journal of Trauma, Resuscitation and Emergency Medicine",BioMed Central; London,5
Zeitschrift Fur Gesundheitswissenschaften,Springer Berlin Heidelberg; Berlin/Heidelberg,5
Annals of Oncology,Oxford University Press,5
African Journal of Laboratory Medicine,AOSIS,5
Physiology and Molecular Biology of Plants,Springer India; New Delhi,5
African Health Sciences,"Makerere Medical School; Kampala, Uganda",5
Journal of Gynecologic Oncology,Asian Society of Gynecologic Oncology; Korean Society of Gynecologic Oncology; Japan Society of Gynecologic Oncology,5
Chemical Biology & Drug Design,John Wiley and Sons Inc.; Hoboken,5
Sports,MDPI,5
Journal of Food Science,John Wiley and Sons Inc.; Hoboken,5
ILAR Journal,Oxford University Press,5
Animal Reproduction,Colégio Brasileiro de Reprodução Animal,5
Indian Journal of Pharmacology,Medknow Publications & Media Pvt Ltd; India,5
Preventive Nutrition and Food Science,The Korean Society of Food Science and Nutrition,5
Biochimie Open,Elsevier,5
Microbiology Insights,"SAGE Publications; Sage UK: London, England",5
Clinical and Experimental Gastroenterology,Dove Medical Press,5
Diabetes & Metabolism Journal,Korean Diabetes Association,5
BMJ Open Sport — Exercise Medicine,"BMJ Publishing Group; BMA House, Tavistock Square, London, WC1H 9JR",5
Personality and Social Psychology Review,"SAGE Publications; Sage CA: Los Angeles, CA",5
Cancer Causes & Control,Springer International Publishing; Cham,5
Implementation Science Communications,BioMed Central; London,5
Journal of Community & Applied Social Psychology,John Wiley and Sons Inc.; Hoboken,5
